model,language,context,question_id,difficulty,category,question,reference_answer,model_answer,judge_score,judge_reasoning,retrieval_hit,exact_reference_match,all_reference_numbers_found,failure_type,token_budget,context_chars
qwen3.5,en,en_statements_2000tok,8,medium,comparison,Which ministry receives more funding: Ministry of Health or Ministry of Education?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3  тыс. сом у здравоохранения",The context does not contain enough information. Specific funding amounts are not listed for the Ministry of Health (code 37) or the Ministry of Education (code 34).,0,"The model claims insufficient information, but the reference provides clear funding amounts showing Education receives more.",0,0,0,retrieval_miss_model_wrong,2000,7816
qwen3.5,en,en_statements_2000tok,9,medium,comparison,"Does the total program-level budget grow or shrink between 2026 and 2027, and by what percentage?",declines by 7.1%,"The context does not contain enough information to determine the total program-level budget growth or shrinkage percentage between 2026 and 2027. It only provides percentage changes for individual ministries and agencies, not the aggregate total.",0,"The model claims insufficient information, whereas the reference provides a specific decline of 7.1%.",0,0,0,retrieval_miss_model_wrong,2000,7962
qwen3.5,en,en_statements_2000tok,10,medium,lookup,Which program has the smallest non-zero funding in 2026?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,"Program 16/166 'Управление и общая координация развития сельскохозяйственной отрасли': 3,392.5 тыс. сом.",0,"The model gave a different program and amount, not matching the reference's smallest non-zero funded program.",0,0,0,retrieval_miss_model_wrong,2000,7994
qwen3.5,en,en_statements_2000tok,11,medium,indicator,What is the most commonly used unit of measurement for performance indicators in the 2026 budget?,Процент (%),Percent (%),3,"The model correctly identifies the unit as Percent (%), matching the reference answer.",0,0,0,retrieval_miss_model_right,2000,7908
qwen3.5,en,en_statements_2000tok,12,medium,aggregation,What is the total 2026 program funding for the Ministry of Transport and Communications?,"16,881,928.10",16.9 billion som.,0,"The model gave 16.9 billion som, which does not match the reference value of 16,881,928.10 (approximately 16.9 million som).",1,0,1,retrieval_hit_model_wrong,2000,7985
qwen3.5,en,en_statements_2000tok,13,hard,filter,How many ministries/agencies have exactly one budget program?,19,The provided context does not specify the number of budget programs allocated to each ministry/agency.,0,The model did not provide the correct number (19) and claimed the information was unavailable.,1,1,0,retrieval_hit_model_wrong,2000,7969
qwen3.5,en,en_statements_2000tok,14,hard,filter,How many programs show funding growth of more than 10% between 2026 and 2027?,9,2 programs (Program 43/001 and Program 80/001).,2,Model identified the count of programs but gave the wrong number (2 instead of the correct 9).,0,0,0,retrieval_miss_model_right,2000,7912
qwen3.5,en,en_statements_2000tok,15,hard,indicator,How many rows in the budget have a performance indicator measured in people (чел.)?,50,10 rows,2,The model identified the correct entity (number of rows) but gave an incorrect value (10 instead of 50).,0,0,0,retrieval_miss_model_right,2000,7876
qwen3.5,en,en_statements_2000tok,16,hard,aggregation,What share of the total 2026 program budget goes to the Ministry of Finance (General State Expenditures)?,"56% (332,149,236.2 out of  593,028,014.9)","The provided context does not contain information on budget amounts or the total 2026 program budget, so the share cannot be determined.",0,The model answer fails to provide the correct share (56%) and incorrectly claims the information is unavailable.,0,0,0,retrieval_miss_model_wrong,2000,7883
qwen3.5,en,en_statements_2000tok,17,hard,lookup,Which budget measure (not program) has the largest 2026 funding?,"Повышение социальных выплат - 76,517,019.4",Budget measure 'Государственный долг' receives 38.0 billion som in 2026.,0,"The model gave a different measure and amount, not matching the reference answer.",0,0,0,retrieval_miss_model_wrong,2000,7899
qwen3.5,en,en_statements_2000tok,18,hard,comparison,Which program under the Ministry of Emergency Situations receives the most 2026 funding?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом",The provided context does not contain information on specific programs or funding amounts for the Ministry of Emergency Situations.,0,"The model answer does not provide the required program and funding information, contrary to the reference answer.",0,0,0,retrieval_miss_model_wrong,2000,7942
qwen3.5,en,en_statements_2000tok,19,hard,multi-step,How many total budget programs and budget measures are in the 2026 program-based budget?,168 programs and 342 measures,The provided context does not contain information on the total number of budget programs and budget measures.,0,"The model did not provide the required numbers, stating lack of information, which is incorrect.",0,0,0,retrieval_miss_model_wrong,2000,7849
qwen3.5,en,en_statements_2000tok,20,hard,multi-step,Which programs show the largest absolute funding decrease from 2026 to 2027? Name the top 3.,1) Общегосударственные программы (МинФин); 2) Реализация проектов государственных инвестиций (Минводресурсов) 3) Государственная поддержка и развитие ирригации (Минводресурсов),"The context does not contain enough information. It provides only percentage changes, not absolute budget amounts, so the largest absolute funding decrease cannot be determined.",0,"The model answer does not provide the required programs and incorrectly claims insufficient information, contrary to the reference answer.",0,0,0,retrieval_miss_model_wrong,2000,7934
qwen3.5,en,en_statements_8000tok,1,easy,lookup,What is the 2026 funding for the 'School Education' program under the Ministry of Education?,"42,380,106.4 тыс. сом",The provided context does not contain information on the 2026 funding for the 'School Education' program. It only states the total 2026 allocation for 'Министерство просвещения Кыргызской Республики' is 56.4 billion som.,0,"The model did not provide the correct funding figure of 42,380,106.4 тыс. сом and instead claimed the information was unavailable.",1,0,1,retrieval_hit_model_wrong,8000,31934
qwen3.5,en,en_statements_8000tok,2,easy,lookup,How many budget programs does the Ministry of Health have?,8,"The Ministry of Health (code 37) has 3 budget programs listed in the provided context: 'Управление и администрирование' (code 001), 'Программа «Общественное здравоохранение»' (code 372), and 'Программа «Организация предоставления услуг здравоохранения»' (code 373).",2,Correctly identified the Ministry of Health but gave the wrong number of budget programs (3 instead of 8).,1,1,0,retrieval_hit_model_right,8000,31923
qwen3.5,en,en_statements_8000tok,3,easy,lookup,Which program has the largest funding allocation in the 2026 budget?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом",The program 'Школьное образование' under 'Министерство просвещения Кыргызской Республики' has the largest funding allocation at 42.4 billion som.,0,"The model gave a different program and amount, not matching the reference answer.",0,0,0,retrieval_miss_model_wrong,8000,28496
qwen3.5,en,en_statements_8000tok,4,easy,count,How many total ministries and agencies are represented in the program-based budget?,88,The provided context lists 60 unique entities (GRBS codes).,2,Identifies the correct type of entity (ministries/agencies) but provides an incorrect number (60 vs. 88).,1,1,0,retrieval_hit_model_right,8000,29451
qwen3.5,en,en_statements_8000tok,5,easy,lookup,What is the total 2026 funding for the Jogorku Kenesh (parliament)?,"1,127,306.9 тыс. сом",1.1 billion som.,3,"The model correctly approximates the reference value (1,127,306.9 thousand som ≈ 1.1 billion som).",1,0,1,retrieval_hit_model_right,8000,27738
qwen3.5,en,en_statements_8000tok,6,medium,aggregation,What is the total 2026 funding across all programs of the Ministry of Education?,"56,424,894.11 тыс. сом","The total 2026 allocation for 'Министерство просвещения Кыргызской Республики' is 56,424,894.1 thousand som.",3,"The model provides the same total funding value (56,424,894.1 thousand som) matching the reference answer.",0,0,0,retrieval_miss_model_right,8000,31889
qwen3.5,en,en_statements_8000tok,7,medium,aggregation,What is the total budget across all program-level items for 2026?,"Примерно 593.2 млрд сом (593,152,147.3 тыс. сом)","The context does not contain enough information to determine the total budget across all program-level items for 2026. While individual 2026 allocations for various ministries and agencies are provided, no aggregate total is stated.",0,"The model claims insufficient information, but the reference provides the total budget value, so the answer is incorrect.",0,0,0,retrieval_miss_model_wrong,8000,26064
qwen3.5,en,en_statements_8000tok,8,medium,comparison,Which ministry receives more funding: Ministry of Health or Ministry of Education?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3  тыс. сом у здравоохранения","Ministry of Health ('Министерство здравоохранения Кыргызской Республики', code 37): 41,621,347.3 thousand som in 2026.
Ministry of Education ('Министерство просвещения Кыргызской Республики', code 34): 56,424,894.1 thousand som in 2026.
The Ministry of Education receives more funding.",3,The model correctly states the funding amounts for both ministries and correctly identifies the Ministry of Education as receiving more funding.,0,0,0,retrieval_miss_model_right,8000,31856
qwen3.5,en,en_statements_8000tok,9,medium,comparison,"Does the total program-level budget grow or shrink between 2026 and 2027, and by what percentage?",declines by 7.1%,The context does not contain enough information to determine the growth or shrinkage of the total program-level budget between 2026 and 2027.,0,"The model claims insufficient information, whereas the reference provides a specific decline of 7.1%.",1,0,1,retrieval_hit_model_wrong,8000,26225
qwen3.5,en,en_statements_8000tok,10,medium,lookup,Which program has the smallest non-zero funding in 2026?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,"Program 40/402 'Внесение предложений по защите материальных и социальных прав ветеранов и ветеранских организаций', 739.4 тыс. сом.",3,The model correctly identifies the program with the smallest non-zero funding and gives the exact amount of 739.4 тыс. сом.,0,0,0,retrieval_miss_model_right,8000,28942
qwen3.5,en,en_statements_8000tok,11,medium,indicator,What is the most commonly used unit of measurement for performance indicators in the 2026 budget?,Процент (%),[ERROR: 'NoneType' object has no attribute 'strip'],-1,"API error, not evaluated",0,0,0,retrieval_miss_model_wrong,8000,31899
qwen3.5,en,en_statements_8000tok,12,medium,aggregation,What is the total 2026 program funding for the Ministry of Transport and Communications?,"16,881,928.10","The total 2026 allocation for 'Министерство транспорта и коммуникаций Кыргызской Республики' is 16,881,928.1 thousand som.",3,"The model provides the exact same numeric value (16,881,928.1) matching the reference answer, with appropriate unit.",1,0,1,retrieval_hit_model_right,8000,29453
qwen3.5,en,en_statements_8000tok,13,hard,filter,How many ministries/agencies have exactly one budget program?,19,"Based on the provided context, 20 ministries/agencies are listed with exactly one budget program detailed. The context does not contain enough information to determine the program count for the remaining ministries/agencies mentioned.

**Ministries/Agencies with exactly one budget program listed:**
1.  Архив Президента Кыргызской Республики (code 13)
2.  Министерство юстиции Кыргызской Республики (code 22)
3.  Национальная академия наук Кыргызской Республики (code 80)
4.  Верховный суд Кыргызской Республики (code 16)
5.  Военная прокуратура Кыргызской Республики (code 20)
6.  Национальное агентство по инвестициям при Президенте Кыргызской Республики (code 57)
7.  Центр перевода Кабинета Министров Кыргызской Республики (code 87)
8.  Министерство транспорта и коммуникаций Кыргызской Республики (code 43)
9.  Генеральная прокуратура Кыргызской Республики (code 19)
10. Секретариат Национальной комиссии Кыргызской Республики по делам ЮНЕСКО (code 68)
11. Министерство финансов Кыргызской Республики (code 25)
12. Министерство науки, высшего образования и инноваций Кыргызской Республики (code 31)
13. Государственное учреждение «Национальная академия «Манас» (code 88)
14. Академия государственного управления при Президенте Кыргызской Республики (code 39)
15. Государственное агентство по защите персональных данных при Кабинете Министров Кыргызской Республики (code 58)
16. Государственное учреждение «Фонд зеленой энергетики» при Кабинете Министров Кыргызской Республики (code 54)
17. Государственное агентство гражданской авиации при Кабинете Министров Кыргызской Республики (code 42)
18. Телерадиовещательные компании Кыргызской Республики (code 85)
19. Жогорку Кенеш Кыргызской Республики (code 11)
20. Министерство цифрового развития и инновационных технологий Кыргызской Республики (code 69)

**Ministries/Agencies with more than one budget program listed:**
1.  Министерство чрезвычайных ситуаций Кыргызской Республики (code 45) - 2 programs
2.  Министерство энергетики Кыргызской Республики (code 55) - 2 programs
3.  Счетная палата Кыргызской Республики (code 17) - 2 programs

**Ministries/Agencies with no program details listed:**
37 other ministries/agencies are mentioned in the introductory list but lack specific program allocation details in the context.",2,"The answer provides a count of ministries with exactly one program, but the number (20) does not match the correct value (19).",1,1,0,retrieval_hit_model_right,8000,31839
qwen3.5,en,en_statements_8000tok,14,hard,filter,How many programs show funding growth of more than 10% between 2026 and 2027?,9,[ERROR: 'NoneType' object has no attribute 'strip'],-1,"API error, not evaluated",1,1,0,retrieval_hit_model_wrong,8000,26917
qwen3.5,en,en_statements_8000tok,15,hard,indicator,How many rows in the budget have a performance indicator measured in people (чел.)?,50,25 rows,2,The model identified the correct type of rows but gave an incorrect count (25 instead of the correct 50).,1,1,0,retrieval_hit_model_right,8000,31901
qwen3.5,en,en_statements_8000tok,16,hard,aggregation,What share of the total 2026 program budget goes to the Ministry of Finance (General State Expenditures)?,"56% (332,149,236.2 out of  593,028,014.9)","The context does not provide the total 2026 program budget, so the share cannot be calculated. The 2026 allocation for 'Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты)' (code 26) is 332,149,236.1 thousand som.",1,The answer fails to provide the correct share (56%) and incorrectly claims the share cannot be calculated.,0,0,0,retrieval_miss_model_wrong,8000,29800
qwen3.5,en,en_statements_8000tok,17,hard,lookup,Which budget measure (not program) has the largest 2026 funding?,"Повышение социальных выплат - 76,517,019.4",Budget measure 'Повышение социальных выплат' receives 76.5 billion som in 2026.,3,The model correctly identifies the measure and provides the matching funding amount (rounded),0,0,0,retrieval_miss_model_right,8000,29348
qwen3.5,en,en_statements_8000tok,18,hard,comparison,Which program under the Ministry of Emergency Situations receives the most 2026 funding?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","Program 'Управление и администрирование' (code 001) receives the most funding, allocated 184,945.8 thousand som in 2026.",0,"The model gave a different program and amount, not matching the reference answer.",0,0,0,retrieval_miss_model_wrong,8000,31609
qwen3.5,en,en_statements_8000tok,19,hard,multi-step,How many total budget programs and budget measures are in the 2026 program-based budget?,168 programs and 342 measures,The context does not provide the total number of budget programs and budget measures in the 2026 program-based budget.,0,"The model answer claims the information is unavailable, which is incorrect as the reference provides the numbers.",0,0,0,retrieval_miss_model_wrong,8000,29254
qwen3.5,en,en_statements_8000tok,20,hard,multi-step,Which programs show the largest absolute funding decrease from 2026 to 2027? Name the top 3.,1) Общегосударственные программы (МинФин); 2) Реализация проектов государственных инвестиций (Минводресурсов) 3) Государственная поддержка и развитие ирригации (Минводресурсов),"The context does not contain enough information to identify the top 3 programs with the largest absolute funding decrease. Base funding amounts for 2026 are missing for most programs listed with percentage changes, preventing calculation of absolute decreases. Among the programs with explicit absolute funding data provided, only Program 46/001 'Управление и администрирование' shows a decrease (65.9 тыс. сом).",0,The model answer does not provide the three programs listed in the reference and gives an unrelated answer.,0,0,0,retrieval_miss_model_wrong,8000,31914
qwen3.5,en,en_statements_16000tok,1,easy,lookup,What is the 2026 funding for the 'School Education' program under the Ministry of Education?,"42,380,106.4 тыс. сом",The provided context does not contain information about the 'School Education' program funding. It only states the total 2026 allocation for the 'Министерство просвещения Кыргызской Республики' is 56.4 billion som.,0,"The model did not provide the correct funding figure of 42,380,106.4 тыс. сом and gave an unrelated statement.",1,0,1,retrieval_hit_model_wrong,16000,32265
qwen3.5,en,en_statements_16000tok,2,easy,lookup,How many budget programs does the Ministry of Health have?,8,"The Ministry of Health (code 37) has 6 budget programs:
1. 'Управление и администрирование' (code 001)
2. 'Программа «Общественное здравоохранение»' (code 372)
3. 'Программа «Организация предоставления услуг здравоохранения»' (code 373)
4. 'Программа «Медицинское образование и управление человеческими ресурсами в здравоохранении»' (code 374)
5. 'Предоставление услуг первично-медико санитарной помощи' (code 375)
6. 'Предоставление услуг медицинскими учреждениями на стационарном уровне' (code 376)",2,Correct entity (Ministry of Health) but gives the wrong number of budget programs (6 instead of 8).,1,1,0,retrieval_hit_model_right,16000,44203
qwen3.5,en,en_statements_16000tok,3,easy,lookup,Which program has the largest funding allocation in the 2026 budget?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом",Program 'Школьное образование' under 'Министерство просвещения Кыргызской Республики': 42.4 billion som.,0,"The model gave a different program and amount, not matching the reference's largest allocation.",0,0,0,retrieval_miss_model_wrong,16000,28496
qwen3.5,en,en_statements_16000tok,4,easy,count,How many total ministries and agencies are represented in the program-based budget?,88,"Based on the provided context, there are 60 unique ministries and agencies (GRBS codes) represented in the 2026 program-based budget.

**Unique GRBS Codes Listed:**
11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 34, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 64, 65, 68, 69, 70, 74, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88.",2,The answer addresses the correct entity (ministries and agencies) but provides an incorrect total count (60 instead of 88).,1,1,0,retrieval_hit_model_right,16000,29451
qwen3.5,en,en_statements_16000tok,5,easy,lookup,What is the total 2026 funding for the Jogorku Kenesh (parliament)?,"1,127,306.9 тыс. сом",1.1 billion som.,3,"Model gives a rounded figure (1.1 billion som) that matches the reference total of 1,127,306.9 тыс. сом (~1.127 billion som).",1,0,1,retrieval_hit_model_right,16000,27738
qwen3.5,en,en_statements_16000tok,6,medium,aggregation,What is the total 2026 funding across all programs of the Ministry of Education?,"56,424,894.11 тыс. сом","The total 2026 allocation for 'Министерство просвещения Кыргызской Республики' (code 34) is 56,424,894.1 thousand som.",3,"The model provides the exact total funding value, matching the reference (minor rounding acceptable).",0,0,0,retrieval_miss_model_right,16000,32711
qwen3.5,en,en_statements_16000tok,7,medium,aggregation,What is the total budget across all program-level items for 2026?,"Примерно 593.2 млрд сом (593,152,147.3 тыс. сом)",The context does not contain enough information to determine the total budget across all program-level items for 2026.,0,"The model claims insufficient information, but the reference provides a specific total budget value, so the answer is wrong.",0,0,0,retrieval_miss_model_wrong,16000,26064
qwen3.5,en,en_statements_16000tok,8,medium,comparison,Which ministry receives more funding: Ministry of Health or Ministry of Education?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3  тыс. сом у здравоохранения","Ministry of Education (Министерство просвещения Кыргызской Республики) receives more funding: 56,424,894.1 thousand som in 2026. Ministry of Health (Министерство здравоохранения Кыргызской Республики) receives 41,621,347.3 thousand som in 2026.",3,The model correctly identifies the Ministry of Education as receiving more funding and provides matching figures.,0,0,0,retrieval_miss_model_right,16000,41486
qwen3.5,en,en_statements_16000tok,9,medium,comparison,"Does the total program-level budget grow or shrink between 2026 and 2027, and by what percentage?",declines by 7.1%,"The context does not contain enough information. It provides budget changes for specific ministries and agencies, but does not specify the growth or shrinkage percentage for the total program-level budget as a whole.",0,"The model says there is insufficient information, whereas the reference provides a specific answer (declines by 7.1%).",1,0,1,retrieval_hit_model_wrong,16000,26225
qwen3.5,en,en_statements_16000tok,10,medium,lookup,Which program has the smallest non-zero funding in 2026?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,"Program 40/402 'Внесение предложений по защите материальных и социальных прав ветеранов и ветеранских организаций', 739.4 тыс. сом.",3,The model correctly identifies the program with the smallest non-zero funding and provides the exact amount matching the reference.,0,0,0,retrieval_miss_model_right,16000,28942
qwen3.5,en,en_statements_16000tok,11,medium,indicator,What is the most commonly used unit of measurement for performance indicators in the 2026 budget?,Процент (%),[ERROR: 'NoneType' object has no attribute 'strip'],-1,"API error, not evaluated",0,0,0,retrieval_miss_model_wrong,16000,34521
qwen3.5,en,en_statements_16000tok,12,medium,aggregation,What is the total 2026 program funding for the Ministry of Transport and Communications?,"16,881,928.10","16,881,928.1 thousand som (16.9 billion som)",3,"The model provides the exact numeric value matching the reference, correctly interpreting the unit.",1,0,1,retrieval_hit_model_right,16000,29453
qwen3.5,en,en_statements_16000tok,13,hard,filter,How many ministries/agencies have exactly one budget program?,19,"The context does not contain enough information to determine the exact number of ministries/agencies with exactly one budget program, as complete program lists are not provided for all listed entities.",0,"The model claims insufficient information, whereas the reference provides the exact number (19).",1,1,0,retrieval_hit_model_wrong,16000,33104
qwen3.5,en,en_statements_16000tok,14,hard,filter,How many programs show funding growth of more than 10% between 2026 and 2027?,9,"3 programs show funding growth of more than 10% between 2026 and 2027:
1. Program 80/001 'Управление и администрирование' (133.6% growth, from 60,662.6 to 141,699.7 тыс. сом).
2. Program 43/001 'Управление и администрирование' (25.5% growth, from 119,287.5 to 149,718.3 тыс. сом).
3. Program 41/413 'Государственная поддержка и развитие растениеводства' (34.1% growth, from 479,788.0 to 643,477.5 тыс. сом).",2,The model identified the correct type of answer (a count) but gave the wrong number (3 instead of the correct 9).,1,1,0,retrieval_hit_model_right,16000,26917
qwen3.5,en,en_statements_16000tok,15,hard,indicator,How many rows in the budget have a performance indicator measured in people (чел.)?,50,27 rows have a performance indicator measured in people (чел.).,2,Correct entity identified but the number (27) does not match the reference value (50).,1,1,0,retrieval_hit_model_right,16000,34915
qwen3.5,en,en_statements_16000tok,16,hard,aggregation,What share of the total 2026 program budget goes to the Ministry of Finance (General State Expenditures)?,"56% (332,149,236.2 out of  593,028,014.9)","The context does not contain the total 2026 program budget required to calculate the share. The 2026 allocation for 'Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты)' (code 26) is 332,149,236.1 thousand som.",0,"The model answer fails to provide the required share percentage (56%) and instead says the total budget is missing, so it does not contain the key fact.",0,0,0,retrieval_miss_model_wrong,16000,29800
qwen3.5,en,en_statements_16000tok,17,hard,lookup,Which budget measure (not program) has the largest 2026 funding?,"Повышение социальных выплат - 76,517,019.4",Budget measure 'Повышение социальных выплат' receives 76.5 billion som in 2026.,3,The model correctly identifies the measure and provides the matching funding amount (rounded),1,0,1,retrieval_hit_model_right,16000,29348
qwen3.5,en,en_statements_16000tok,18,hard,comparison,Which program under the Ministry of Emergency Situations receives the most 2026 funding?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","Program 'Управление и администрирование' (code 001) receives 184,945.8 thousand som in 2026.",0,"The model gave a different program and amount, not matching the reference answer.",1,0,1,retrieval_hit_model_wrong,16000,31609
qwen3.5,en,en_statements_16000tok,19,hard,multi-step,How many total budget programs and budget measures are in the 2026 program-based budget?,168 programs and 342 measures,The provided context does not contain information regarding the total number of budget programs and budget measures in the 2026 program-based budget.,0,"The model did not provide the required numbers, stating lack of information, which is a refusal to answer.",0,0,0,retrieval_miss_model_wrong,16000,29254
qwen3.5,en,en_statements_16000tok,20,hard,multi-step,Which programs show the largest absolute funding decrease from 2026 to 2027? Name the top 3.,1) Общегосударственные программы (МинФин); 2) Реализация проектов государственных инвестиций (Минводресурсов) 3) Государственная поддержка и развитие ирригации (Минводресурсов),"1. Program 22/001 'Управление и администрирование': 16,245.7 тыс. сом decrease (2026: 282,746.0; 2027: 266,500.3)
2. Program 21/001 'Управление и администрирование': 946.8 тыс. сом decrease (2026: 115,861.1; 2027: 114,914.3)
3. Program 46/001 'Управление и администрирование': 65.9 тыс. сом decrease (2026: 6,239.5; 2027: 6,173.6)",0,"The model answer lists unrelated programs and figures, not the three programs identified in the reference answer.",0,0,0,retrieval_miss_model_wrong,16000,33951
qwen3.5,en,en_statements_full,1,easy,lookup,What is the 2026 funding for the 'School Education' program under the Ministry of Education?,"42,380,106.4 тыс. сом",The context does not contain information on the funding for the 'School Education' program under the Ministry of Education. The total 2026 allocation for the Ministry of Education (Министерство просвещения Кыргызской Республики) is 56.4 billion som.,0,"The model answer does not provide the correct funding figure of 42,380,106.4 тыс. сом and gives an unrelated total allocation.",1,0,1,retrieval_hit_model_wrong,full,32265
qwen3.5,en,en_statements_full,2,easy,lookup,How many budget programs does the Ministry of Health have?,8,"6 budget programs (codes 001, 372, 373, 374, 375, 376).",2,"The answer correctly identifies the Ministry of Health and mentions budget programs, but gives the wrong number (6 instead of the correct 8).",1,1,0,retrieval_hit_model_right,full,44203
qwen3.5,en,en_statements_full,3,easy,lookup,Which program has the largest funding allocation in the 2026 budget?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом",The program 'Школьное образование' under 'Министерство просвещения Кыргызской Республики' has the largest funding allocation at 42.4 billion som.,0,"The model gave a different program and amount, not matching the reference answer.",0,0,0,retrieval_miss_model_wrong,full,28496
qwen3.5,en,en_statements_full,4,easy,count,How many total ministries and agencies are represented in the program-based budget?,88,"The context lists 60 unique GRBS (budget agency) codes with allocations in the 2026 program-based budget. These include ministries, agencies, courts, funds, and other bodies (e.g., codes 11–28, 31, 34, 37–49, 50–60, 64, 65, 68–70, 74, 79, 80–88). Specific entities include 16 Ministries (e.g., Finance, Justice, Health) and 10 Agencies (e.g., Civil Aviation, Personal Data, Investment), along with other budget recipients labeled as ""Ministry"" or ""Agency"" in the text (e.g., Supreme Court, Accounting Chamber).

**Total unique GRBS codes/entities listed: 60.**",0,Model answer gives 60 instead of the correct total of 88 ministries and agencies.,1,1,0,retrieval_hit_model_wrong,full,29451
qwen3.5,en,en_statements_full,5,easy,lookup,What is the total 2026 funding for the Jogorku Kenesh (parliament)?,"1,127,306.9 тыс. сом",1.1 billion som,3,"Model gave an approximate value (1.1 billion som) that correctly corresponds to the reference amount of 1,127,306.9 тыс. сом (~1.127 billion som).",1,0,1,retrieval_hit_model_right,full,27738
qwen3.5,en,en_statements_full,6,medium,aggregation,What is the total 2026 funding across all programs of the Ministry of Education?,"56,424,894.11 тыс. сом","The total 2026 allocation for 'Министерство просвещения Кыргызской Республики' is 56,424,894.1 thousand som.",3,"The model provides the same total funding value (56,424,894.1 thousand som) matching the reference answer.",0,0,0,retrieval_miss_model_right,full,32711
qwen3.5,en,en_statements_full,7,medium,aggregation,What is the total budget across all program-level items for 2026?,"Примерно 593.2 млрд сом (593,152,147.3 тыс. сом)","The context does not contain enough information to determine the total budget across all program-level items for 2026. While individual allocations for various ministries and agencies are provided, no aggregate total is stated.",0,"The model claims insufficient information, whereas the reference provides a specific total budget figure.",0,0,0,retrieval_miss_model_wrong,full,26064
qwen3.5,en,en_statements_full,8,medium,comparison,Which ministry receives more funding: Ministry of Health or Ministry of Education?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3  тыс. сом у здравоохранения","Ministry 'Министерство просвещения Кыргызской Республики' (code 34) receives more funding: 56,424,894.1 thousand som in 2026.
Ministry 'Министерство здравоохранения Кыргызской Республики' (code 37): 41,621,347.3 thousand som in 2026.",3,The model correctly identifies the Ministry of Education as receiving more funding and provides the accurate figures matching the reference.,0,0,0,retrieval_miss_model_right,full,41486
qwen3.5,en,en_statements_full,9,medium,comparison,"Does the total program-level budget grow or shrink between 2026 and 2027, and by what percentage?",declines by 7.1%,The context does not contain enough information to determine the total program-level budget growth or shrinkage percentage between 2026 and 2027. It only provides budget change percentages and allocations for specific individual ministries and agencies.,0,"The model claims insufficient information, whereas the reference provides a specific decline of 7.1%.",1,0,1,retrieval_hit_model_wrong,full,26225
qwen3.5,en,en_statements_full,10,medium,lookup,Which program has the smallest non-zero funding in 2026?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,Program 40/402 'Внесение предложений по защите материальных и социальных прав ветеранов и ветеранских организаций': 739.4 тыс. сом.,3,The model correctly identifies the program and the exact funding amount matching the reference.,0,0,0,retrieval_miss_model_right,full,28942
qwen3.5,en,en_statements_full,11,medium,indicator,What is the most commonly used unit of measurement for performance indicators in the 2026 budget?,Процент (%),[ERROR: 'NoneType' object has no attribute 'strip'],-1,"API error, not evaluated",0,0,0,retrieval_miss_model_wrong,full,34521
qwen3.5,en,en_statements_full,12,medium,aggregation,What is the total 2026 program funding for the Ministry of Transport and Communications?,"16,881,928.10","16,881,928.1 thousand som (16.9 billion som)",3,"The model provides the exact numeric value (16,881,928.1 ≈ 16,881,928.10) matching the reference answer.",1,0,1,retrieval_hit_model_right,full,29453
