model,language,context,question_id,difficulty,category,question,question_en,question_ru,reference_answer,model_answer,token_budget,context_chars,judge_score,judge_reasoning
mistral-small-4,ru,ru_markdown_16000tok,13,hard,filter,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,22,[ERROR: HTTP Error 400: Bad Request],16000,63940,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_16000tok,14,hard,filter,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,9,[ERROR: HTTP Error 400: Bad Request],16000,63940,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_16000tok,15,hard,indicator,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",57,[ERROR: HTTP Error 400: Bad Request],16000,63940,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_16000tok,16,hard,aggregation,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,"56% (332,149,236.2 out of 593,028,014.9)",[ERROR: HTTP Error 400: Bad Request],16000,63940,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_16000tok,17,hard,lookup,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,"Повышение социальных выплат - 76,517,019.4",[ERROR: HTTP Error 400: Bad Request],16000,63940,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_16000tok,18,hard,comparison,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом",[ERROR: HTTP Error 400: Bad Request],16000,63940,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_16000tok,19,hard,multi-step,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,168 программ и 393 мер,[ERROR: HTTP Error 400: Bad Request],16000,63940,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_16000tok,20,hard,multi-step,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,"1) Общегосударственные программы (Министерство финансов); 2)Реализация проектов государственных инвестиций (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности); 3) Государственная поддержка и развитие ирригации (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности)",[ERROR: HTTP Error 400: Bad Request],16000,63940,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,1,easy,lookup,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,"42,380,106.4 тыс. сом",[ERROR: HTTP Error 400: Bad Request],16000,11903,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,2,easy,lookup,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,8,[ERROR: HTTP Error 400: Bad Request],16000,7249,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,3,easy,lookup,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом",[ERROR: HTTP Error 400: Bad Request],16000,16962,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,4,easy,count,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,60,[ERROR: HTTP Error 400: Bad Request],16000,29459,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,5,easy,lookup,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,"1,127,306.9 тыс. сом",[ERROR: HTTP Error 400: Bad Request],16000,4897,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,6,medium,aggregation,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,"56,424,894.11 тыс. сом",[ERROR: HTTP Error 400: Bad Request],16000,9326,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,7,medium,aggregation,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)",[ERROR: HTTP Error 400: Bad Request],16000,11180,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,8,medium,comparison,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения",[ERROR: HTTP Error 400: Bad Request],16000,9326,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,9,medium,comparison,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",declines by 7.1%,[ERROR: HTTP Error 400: Bad Request],16000,18600,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,10,medium,lookup,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,[ERROR: HTTP Error 400: Bad Request],16000,16962,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,11,medium,indicator,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,Процент (%),[ERROR: HTTP Error 400: Bad Request],16000,63869,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,12,medium,aggregation,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,"16,881,928.10 тыс. сом",[ERROR: HTTP Error 400: Bad Request],16000,3388,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,13,hard,filter,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,22,[ERROR: HTTP Error 400: Bad Request],16000,29459,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,14,hard,filter,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,9,[ERROR: HTTP Error 400: Bad Request],16000,29459,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,15,hard,indicator,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",57,[ERROR: HTTP Error 400: Bad Request],16000,63869,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,16,hard,aggregation,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,"56% (332,149,236.2 out of 593,028,014.9)",[ERROR: HTTP Error 400: Bad Request],16000,9826,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,17,hard,lookup,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,"Повышение социальных выплат - 76,517,019.4",[ERROR: HTTP Error 400: Bad Request],16000,20024,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,18,hard,comparison,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом",[ERROR: HTTP Error 400: Bad Request],16000,4495,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,19,hard,multi-step,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,168 программ и 393 мер,[ERROR: HTTP Error 400: Bad Request],16000,63869,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_16000tok,20,hard,multi-step,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,"1) Общегосударственные программы (Министерство финансов); 2)Реализация проектов государственных инвестиций (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности); 3) Государственная поддержка и развитие ирригации (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности)",[ERROR: HTTP Error 400: Bad Request],16000,63869,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,1,easy,lookup,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,"42,380,106.4 тыс. сом",[ERROR: HTTP Error 400: Bad Request],full,57818,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,2,easy,lookup,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,8,[ERROR: HTTP Error 400: Bad Request],full,57374,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,3,easy,lookup,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом",[ERROR: HTTP Error 400: Bad Request],full,63646,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,4,easy,count,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,60,[ERROR: HTTP Error 400: Bad Request],full,52999,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,5,easy,lookup,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,"1,127,306.9 тыс. сом",[ERROR: HTTP Error 400: Bad Request],full,60163,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,6,medium,aggregation,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,"56,424,894.11 тыс. сом",[ERROR: HTTP Error 400: Bad Request],full,56259,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,7,medium,aggregation,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)",[ERROR: HTTP Error 400: Bad Request],full,54040,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,8,medium,comparison,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения",[ERROR: HTTP Error 400: Bad Request],full,55313,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,9,medium,comparison,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",declines by 7.1%,[ERROR: HTTP Error 400: Bad Request],full,52847,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,10,medium,lookup,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,[ERROR: HTTP Error 400: Bad Request],full,62288,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,11,medium,indicator,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,Процент (%),[ERROR: HTTP Error 400: Bad Request],full,35815,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,12,medium,aggregation,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,"16,881,928.10 тыс. сом",[ERROR: HTTP Error 400: Bad Request],full,58384,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,13,hard,filter,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,22,[ERROR: HTTP Error 400: Bad Request],full,47533,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,14,hard,filter,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,9,[ERROR: HTTP Error 400: Bad Request],full,65047,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,15,hard,indicator,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",57,[ERROR: HTTP Error 400: Bad Request],full,35674,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,16,hard,aggregation,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,"56% (332,149,236.2 out of 593,028,014.9)",[ERROR: HTTP Error 400: Bad Request],full,58441,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,17,hard,lookup,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,"Повышение социальных выплат - 76,517,019.4",[ERROR: HTTP Error 400: Bad Request],full,68739,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,18,hard,comparison,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом",[ERROR: HTTP Error 400: Bad Request],full,62112,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,19,hard,multi-step,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,168 программ и 393 мер,[ERROR: HTTP Error 400: Bad Request],full,50394,-1,"API error, not evaluated"
mistral-small-4,ru,ru_statements_full,20,hard,multi-step,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,"1) Общегосударственные программы (Министерство финансов); 2)Реализация проектов государственных инвестиций (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности); 3) Государственная поддержка и развитие ирригации (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности)",[ERROR: HTTP Error 400: Bad Request],full,64852,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,1,easy,lookup,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,"42,380,106.4 тыс. сом",[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,2,easy,lookup,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,8,[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,3,easy,lookup,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом",[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,4,easy,count,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,60,[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,5,easy,lookup,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,"1,127,306.9 тыс. сом",[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,6,medium,aggregation,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,"56,424,894.11 тыс. сом",[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,7,medium,aggregation,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)",[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,8,medium,comparison,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения",[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,9,medium,comparison,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",declines by 7.1%,[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,10,medium,lookup,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,11,medium,indicator,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,Процент (%),[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,12,medium,aggregation,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,"16,881,928.10 тыс. сом",[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,13,hard,filter,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,22,[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,14,hard,filter,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,9,[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,15,hard,indicator,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",57,[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,16,hard,aggregation,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,"56% (332,149,236.2 out of 593,028,014.9)",[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,17,hard,lookup,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,"Повышение социальных выплат - 76,517,019.4",[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,18,hard,comparison,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом",[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,19,hard,multi-step,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,168 программ и 393 мер,[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_markdown_full,20,hard,multi-step,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,"1) Общегосударственные программы (Министерство финансов); 2)Реализация проектов государственных инвестиций (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности); 3) Государственная поддержка и развитие ирригации (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности)",[ERROR: HTTP Error 400: Bad Request],full,104672,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_full,1,easy,lookup,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,"42,380,106.4 тыс. сом",[ERROR: HTTP Error 400: Bad Request],full,11903,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_full,2,easy,lookup,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,8,[ERROR: HTTP Error 400: Bad Request],full,7249,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_full,3,easy,lookup,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом",[ERROR: HTTP Error 400: Bad Request],full,16962,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_full,4,easy,count,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,60,[ERROR: HTTP Error 400: Bad Request],full,29459,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_full,5,easy,lookup,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,"1,127,306.9 тыс. сом",[ERROR: HTTP Error 400: Bad Request],full,4897,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_full,6,medium,aggregation,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,"56,424,894.11 тыс. сом",[ERROR: HTTP Error 400: Bad Request],full,9326,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_full,7,medium,aggregation,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)",[ERROR: HTTP Error 400: Bad Request],full,11180,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_full,8,medium,comparison,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения",[ERROR: HTTP Error 400: Bad Request],full,9326,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_full,9,medium,comparison,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",declines by 7.1%,[ERROR: HTTP Error 400: Bad Request],full,18600,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_full,10,medium,lookup,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,[ERROR: HTTP Error 400: Bad Request],full,16962,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_full,11,medium,indicator,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,Процент (%),[ERROR: HTTP Error 400: Bad Request],full,105552,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_full,12,medium,aggregation,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,"16,881,928.10 тыс. сом",[ERROR: HTTP Error 400: Bad Request],full,3388,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_full,13,hard,filter,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,22,[ERROR: HTTP Error 400: Bad Request],full,29459,-1,"API error, not evaluated"
mistral-small-4,ru,ru_structured_full,14,hard,filter,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,9,[ERROR: HTTP Error 400: Bad Request],full,29459,-1,"API error, not evaluated"
