model,language,context,question_id,difficulty,category,question,question_en,question_ru,reference_answer,model_answer,raw_model_answer,token_budget,context_chars,judge_score,judge_reasoning
deepseek-v4-pro-thinking,ru,ru_structured_full,2,easy,lookup,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,8,8,,full,7470,3,"The model correctly states the number of budget programs as 8, matching the reference answer."
deepseek-v4-pro-thinking,ru,ru_structured_full,3,easy,lookup,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом","Программа «Общегосударственные программы» (код 263) Министерства финансов Кыргызской Республики — 164,663,857.2 тыс. сомов.",,full,16867,3,The model correctly identifies the program and exact funding amount matching the reference.
deepseek-v4-pro-thinking,ru,ru_structured_full,4,easy,count,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,60,59,,full,31764,2,The model identified the correct entity (number of ministries and agencies) but gave an incorrect count (59 instead of 60).
deepseek-v4-pro-thinking,ru,ru_structured_full,5,easy,lookup,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,"1,127,306.9 тыс. сом","1,127,306.9 тыс. сомов",,full,4916,3,"The model provides the exact same numeric value and unit as the reference, only differing in plural form, which is acceptable."
deepseek-v4-pro-thinking,ru,ru_structured_full,6,medium,aggregation,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,"56,424,894.11 тыс. сом","Программа 001 «Управление и администрирование»: 1,962,869.4  
Программа 342 «Дошкольное образование и предшкольная подготовка»: 8,891,657.5  
Программа 343 «Школьное образование»: 42,380,106.4  
Программа 344 «Начальное и среднее профессиональное образование»: 2,178,080.8  
Программа 992 «Реализация проектов государственных инвестиций»: 1,012,180.0  

Итого: 56,424,894.1",,full,2236,3,"Model provides the exact total funding (56,424,894.1) matching the reference value (56,424,894.11 тыс. сом)."
deepseek-v4-pro-thinking,ru,ru_structured_full,7,medium,aggregation,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)","- Министерство здравоохранения Кыргызской, программа 001: 321,933.8
- Министерство здравоохранения Кыргызской, программа 372: 2,170,534.1
- Министерство здравоохранения Кыргызской, программа 373: 6,305,318.8
- Министерство здравоохранения Кыргызской, программа 374: 962,011.6
- Министерство здравоохранения Кыргызской, программа 375: 11,104,430.6
- Министерство здравоохранения Кыргызской, программа 376: 15,638,295.2
- Министерство здравоохранения Кыргызской, программа 377: 2,530,800.0
- Министерство здравоохранения Кыргызской, программа 992: 2,588,023.2
- Академия государственного управления при, программа 001: 35,953.6
- Академия государственного управления при, программа 392: 36,155.1
- Академия государственного управления при, программа 393: 48,781.2
- Государственное агентство по защите перс, программа 001: 43,252.2
- Государственное агентство по защите перс, программа 582: 16,853.2
- Государственное учреждение «Национальная, программа 001: 11,260.6
- Государственное учреждение «Национальная, программа 882: 31,215.1
- Центральная комиссия по выборам и провед, программа 001: 174,569.0
- Центральная комиссия по выборам и провед, программа 182: 59,137.4
- Центральная комиссия по выборам и провед, программа 183: 15,000.0

Итого: 42,093,524.7",,full,11412,0,"The answer provides a total of about 42 million som, which is far from the correct ~593 billion som."
deepseek-v4-pro-thinking,ru,ru_structured_full,8,medium,comparison,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения","Министерство просвещения получает больше финансирования.  
Объем финансирования Министерства просвещения на 2026 год: 112,195,629.8 тыс. сомов.  
Объем финансирования Министерства здравоохранения на 2026 год: 83,242,694.6 тыс. сомов.  
Разница: 28,952,935.2 тыс. сомов в пользу Министерства просвещения.",,full,9593,2,"Correctly identifies Ministry of Education as receiving more funding, but provides incorrect funding amounts."
deepseek-v4-pro-thinking,ru,ru_structured_full,9,medium,comparison,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",declines by 7.1%,"Общий бюджет на уровне программ сокращается на 9.7% (с 390,777,351.0 тыс. сомов в 2026 году до 352,852,005.2 тыс. сомов в 2027 году).",,full,21992,2,"Correctly states the budget declines, but gives an incorrect percentage (9.7% vs the correct 7.1%)."
deepseek-v4-pro-thinking,ru,ru_structured_full,10,medium,lookup,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,"Программа «Управление и администрирование» (Министерство здравоохранения Кыргызской Республики, код 001) — 321,933.8 тыс. сомов.",,full,16867,0,"The model gave a different program and amount, not matching the reference answer."
deepseek-v4-pro-thinking,ru,ru_structured_full,11,medium,indicator,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,Процент (%),[ERROR: The read operation timed out],,full,107173,-1,"API error, not evaluated"
deepseek-v4-pro-thinking,ru,ru_structured_full,12,medium,aggregation,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,"16,881,928.10 тыс. сом","Отдельные значения финансирования программ на 2026 год (в тыс. сомов):

- 001 «Управление и администрирование»: 119 287,5
- 432 «Поддержание автомобильных дорог общего пользования»: 8 025 670,7
- 433 «Реабилитация международных транспортных коридоров»: 1 410 765,1
- 434 «Развитие автомобильных перевозок Кыргызской Республики»: 320 964,6
- 992 «Реализация проектов государственных инвестиций»: 7 005 240,2

Итого: 16 881 928,1 тыс. сомов.",,full,3595,3,"The model provides the exact total funding amount matching the reference (16,881,928.1 тыс. сом), which is correct."
deepseek-v4-pro-thinking,ru,ru_structured_full,13,hard,filter,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,22,22,,full,31764,3,The model answer matches the reference answer exactly.
deepseek-v4-pro-thinking,ru,ru_structured_full,14,hard,filter,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,9,9,,full,31764,3,"The model answer matches the reference answer exactly, providing the correct value."
deepseek-v4-pro-thinking,ru,ru_structured_full,15,hard,indicator,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",57,36,,full,107173,2,The answer addresses the correct entity (number of budget lines) but provides an incorrect value (36 instead of 57).
deepseek-v4-pro-thinking,ru,ru_structured_full,16,hard,aggregation,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,"56% (332,149,236.2 out of 593,028,014.9)","Программа 262 ""Пенсионное обеспечение и компенсации за счет бюджета"": 46 670 347,3 тыс. сомов  
Программа 263 ""Общегосударственные программы"": 164 663 857,2 тыс. сомов  
Программа 264 ""Государственные программы, мероприятия и выплаты"": 118 757 161,3 тыс. сомов  
Программа 265 ""Трансферты Фонду ОМС при ПКР"": 2 057 870,4 тыс. сомов  

Итого общий бюджет программ Министерства финансов на 2026 год:  
46 670 347,3 + 164 663 857,2 + 118 757 161,3 + 2 057 870,4 = 332 149 236,2 тыс. сомов  

Доля программы 263 ""Общегосударственные программы"" (Общегосударственные расходы):  
164 663 857,2 / 332 149 236,2 ≈ 0,4958 (49,58%)",,full,9510,1,The answer discusses program amounts but gives an incorrect share (49.58%) instead of the correct 56% from the reference.
deepseek-v4-pro-thinking,ru,ru_structured_full,17,hard,lookup,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,"Повышение социальных выплат - 76,517,019.4","Мера «Повышение социальных выплат» (программа 264 «Государственные программы, мероприятия и выплаты», Министерство финансов Кыргызской Республики) — 76,517,019.4 тыс. сомов.",,full,19939,3,"The model correctly identifies the measure 'Повышение социальных выплат' with the exact funding amount 76,517,019.4, matching the reference."
deepseek-v4-pro-thinking,ru,ru_structured_full,18,hard,comparison,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","Программа «Управление материальными ценностями государственно» (код 455) — 4,522,247.8 тыс. сом.",,full,4705,2,"The answer gives the correct amount and a close program name, but the program title is incomplete compared to the reference."
deepseek-v4-pro-thinking,ru,ru_structured_full,19,hard,multi-step,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,168 программ и 393 мер,"Всего бюджетных программ: 168  
Всего бюджетных мер: 393",,full,107173,3,The model correctly provides the exact numbers of programs (168) and measures (393) as in the reference.
deepseek-v4-pro-thinking,ru,ru_structured_full,20,hard,multi-step,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,1) Общегосударственные программы (Министерство Финансов); 2) Государственная поддержка и развитие ирригации (Минводресурсов); 3) Администрирование государственных доходов (Министерство финансов),"1. Программа 263 «Общегосударственные программы» Министерства финансов Кыргызской Республики: сокращение на 52,469,226.0 тыс. сомов (с 164,663,857.2 до 112,194,631.2).
2. Программа 992 «Реализация проектов государственных инвестиций» Министерства водных ресурсов, сельского хозяйства и перерабатывающей промышленности: сокращение на 2,929,424.3 тыс. сомов (с 10,395,765.5 до 7,466,341.2).
3. Программа 414 «Государственная поддержка и развитие ирригации» Министерства водных ресурсов, сельского хозяйства и перерабатывающей промышленности: сокращение на 1,265,069.1 тыс. сомов (с 5,039,751.9 до 3,774,682.8).",,full,107173,2,"Model includes two of the three correct programs but omits 'Администрирование государственных доходов' and adds an unrelated program, so only partially matches the reference."
glm-5,ru,ru_statements_8000tok,1,easy,lookup,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,"42,380,106.4 тыс. сом","42,380,106.4 тыс. сом",,8000,31690,3,"The model answer exactly matches the reference value, providing the correct financing amount."
glm-5,ru,ru_statements_8000tok,2,easy,lookup,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,7,7,,8000,31982,3,"The model correctly states the number of budget programs as 7, matching the reference answer."
glm-5,ru,ru_statements_8000tok,3,easy,lookup,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом","Программа «Пенсионное обеспечение и компенсации за счет бюджетных средств» — 46,670,347.3 тыс. сом.",,8000,31686,0,"The model gave a different program and amount, not matching the reference answer."
glm-5,ru,ru_statements_8000tok,4,easy,count,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,60,60,,8000,31812,3,The model correctly provides the exact number of ministries and agencies (60) as in the reference answer.
glm-5,ru,ru_statements_8000tok,5,easy,lookup,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,"1,127,306.9 тыс. сом","1,127,306.9 тыс. сом",,8000,31811,3,"The model answer exactly matches the reference value, providing the correct financing amount."
glm-5,ru,ru_statements_8000tok,6,medium,aggregation,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,"56,424,894.11 тыс. сом","56,424,894.1 тыс. сом",,8000,31918,3,"The model provides the same funding amount, differing only by rounding, which is acceptable."
glm-5,ru,ru_statements_8000tok,7,medium,aggregation,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)","18,912,425.6 тыс. сом",,8000,31861,0,The model's figure (≈18.9 billion som) does not match the reference total of ≈593 billion som.
glm-5,ru,ru_statements_8000tok,8,medium,comparison,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения","Министерство просвещения (56 424 894,1 тыс. сом) получает больше, чем Министерство здравоохранения (41 621 347,3 тыс. сом).",,8000,31824,3,The answer correctly identifies the Ministry of Education as receiving more funding and provides matching figures.
glm-5,ru,ru_statements_8000tok,9,medium,comparison,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",declines by 7.1%,В предоставленном контексте недостаточно информации для ответа на этот вопрос.,,8000,31653,0,"The model claims insufficient information instead of stating the 7.1% decline, which is incorrect."
glm-5,ru,ru_statements_8000tok,10,medium,lookup,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,"Программа «Управление и администрирование» ведомства «Центрально-Азиатский институт прикладных исследований Земли» — 6,239.5 тыс. сом.",,8000,31986,0,"The model gave a different program and amount, not matching the reference answer."
glm-5,ru,ru_statements_8000tok,11,medium,indicator,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,Процент (%),%,,8000,31975,3,"Model answer correctly provides the most common unit of measurement, percentage, matching the reference."
glm-5,ru,ru_statements_8000tok,12,medium,aggregation,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,"16,881,928.10 тыс. сом","16,881,928.1 тыс. сом",,8000,31952,3,"The model provides the exact same funding amount, differing only in decimal formatting, which is acceptable."
glm-5,ru,ru_statements_8000tok,13,hard,filter,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,22,Недостаточно информации.,,8000,31914,0,"The model says there is insufficient information, which does not provide the correct answer of 22."
glm-5,ru,ru_statements_8000tok,14,hard,filter,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,9,0,,8000,31777,0,"Model answer gave 0, which does not match the correct value of 9."
glm-5,ru,ru_statements_8000tok,15,hard,indicator,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",57,16,,8000,31957,2,Model gave a numeric answer for the count but the number (16) does not match the correct value (57).
glm-5,ru,ru_statements_8000tok,16,hard,aggregation,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,"56% (332,149,236.2 out of 593,028,014.9)","В предоставленном контексте недостаточно информации: указано финансирование ведомства (332 149 236,1 тыс. сом), но отсутствуют данные об общем бюджете программ на 2026 год.",,8000,31913,0,"The model did not provide the required percentage (56%) and claimed insufficient information, which is incorrect."
glm-5,ru,ru_statements_8000tok,17,hard,lookup,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,"Повышение социальных выплат - 76,517,019.4",Финансирование проектов экономического развития и накопленные финансовые резервы — 24355498 тыс. сом,,8000,31974,0,"The model gave a different measure and amount, not matching the reference answer."
glm-5,ru,ru_statements_8000tok,18,hard,comparison,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","Программа «Управление материальными ценностями государственного и мобилизационного резерва» — 4,522,247.8 тыс. сом.",,8000,31780,3,The model correctly identifies the program and the exact funding amount matching the reference.
glm-5,ru,ru_statements_8000tok,19,hard,multi-step,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,156 программ и 393 мер,19 программ и 34 бюджетные меры (всего 53),,8000,31881,1,The answer mentions program and measure counts but gives incorrect numbers (19 and 34) instead of the correct 156 programs and 393 measures.
glm-5,ru,ru_statements_8000tok,20,hard,multi-step,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,1) Общегосударственные программы (Министерство Финансов); 2) Государственная поддержка и развитие ирригации (Минводресурсов); 3) Администрирование государственных доходов (Министерство финансов),"1. Программа «Администрирование государственных доходов» (код 254) — сокращение на 1 135 042,7 тыс. сом (с 10 614 609,5 до 9 479 566,8 тыс. сом).
2. Программа «Управление и администрирование» Министерства юстиции Кыргызской Республики (код 001) — сокращение на 16 245,7 тыс. сом (с 282 746 до 266 500,3 тыс. сом).
В контексте недостаточно информации для выделения третьей программы (остальные программы демонстрируют рост или сохранение финансирования).",,8000,31974,1,"Only one of the three correct programs is listed and the other two are missing, with an unrelated program added, so the answer is largely incorrect."
glm-5,ru,ru_markdown_8000tok,1,easy,lookup,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,"42,380,106.4 тыс. сом",В предоставленном контексте недостаточно информации.,,8000,31966,0,"The model did not provide the required funding amount and claimed insufficient information, which is incorrect."
glm-5,ru,ru_markdown_8000tok,2,easy,lookup,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,8,В контексте недостаточно информации.,,8000,31966,0,"The model did not provide the correct number (8) and claimed insufficient information, which is incorrect."
glm-5,ru,ru_markdown_8000tok,3,easy,lookup,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом","Программа 263 «Общегосударственные программы» Министерства финансов Кыргызской Республики — 164,663,857.2",,8000,31966,3,The model correctly identifies the program 'Общегосударственные программы' and provides the exact funding amount matching the reference.
glm-5,ru,ru_markdown_8000tok,4,easy,count,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,60,16,,8000,31966,1,"The model gave a number of ministries (16) but the correct total is 60, so the answer is related but incorrect."
glm-5,ru,ru_markdown_8000tok,5,easy,lookup,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,"1,127,306.9 тыс. сом","1,127,306.9",,8000,31966,2,"Provides the correct numeric value but omits the unit (тыс. сом), missing key context."
glm-5,ru,ru_markdown_8000tok,6,medium,aggregation,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,"56,424,894.11 тыс. сом",В предоставленном контексте нет информации о Министерстве просвещения.,,8000,31966,0,"The model claims no information is available, whereas the reference provides a specific funding amount, so the answer is incorrect."
glm-5,ru,ru_markdown_8000tok,7,medium,aggregation,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)",[ERROR: The read operation timed out],,8000,31966,-1,"API error, not evaluated"
glm-5,ru,ru_markdown_8000tok,8,medium,comparison,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения",В контексте недостаточно информации.,,8000,31966,0,"The model says there is insufficient information, which is incorrect; the reference provides the funding amounts and the correct answer."
glm-5,ru,ru_markdown_8000tok,9,medium,comparison,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",declines by 7.1%,[ERROR: The read operation timed out],,8000,31966,-1,"API error, not evaluated"
glm-5,ru,ru_markdown_8000tok,10,medium,lookup,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,"Программа 166 «Управление и общая координация развития сельскохоз» (Верховный суд Кыргызской Республики) — 3,392.5",,8000,31966,0,"The model gave a different program and amount, not matching the reference answer."
glm-5,ru,ru_markdown_8000tok,11,medium,indicator,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,Процент (%),%,,8000,31966,3,"Model answer correctly provides the most common unit of measurement, percentage, matching the reference."
glm-5,ru,ru_markdown_8000tok,12,medium,aggregation,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,"16,881,928.10 тыс. сом",В контексте недостаточно информации.,,8000,31966,0,"The model did not provide the required financing amount and claimed insufficient information, which is incorrect."
glm-5,ru,ru_markdown_8000tok,13,hard,filter,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,22,6,,8000,31966,2,The answer addresses the correct entity (number of ministries with one program) but provides an incorrect number (6 instead of 22).
glm-5,ru,ru_markdown_8000tok,14,hard,filter,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,9,2,,8000,31966,2,Provides a numeric count of programs (correct entity) but the number 2 does not match the reference answer of 9.
glm-5,ru,ru_markdown_8000tok,15,hard,indicator,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",57,4,,8000,31966,2,Model identified the correct metric (number of budget lines) but gave an incorrect value (4 vs 57).
glm-5,ru,ru_markdown_8000tok,16,hard,aggregation,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,"56% (332,149,236.2 out of 593,028,014.9)",В контексте недостаточно информации (отсутствует сумма общего бюджета на 2026 год).,,8000,31966,0,"The model claims insufficient information instead of providing the correct 56% share, which is incorrect."
glm-5,ru,ru_markdown_8000tok,17,hard,lookup,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,"Повышение социальных выплат - 76,517,019.4","Повышение социальных выплат — 76,517,019.4",,8000,31966,3,"The model answer exactly matches the reference answer, providing the correct measure and amount."
glm-5,ru,ru_markdown_8000tok,18,hard,comparison,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом",В предоставленном контексте нет информации о Министерстве чрезвычайных ситуаций.,,8000,31966,0,"The model claims no information is available, which is incorrect compared to the reference answer."
glm-5,ru,ru_markdown_8000tok,19,hard,multi-step,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,168 программ и 393 мер,"42 программы, 123 меры",,8000,31966,2,The answer mentions the correct entities (programs and measures) but provides incorrect numbers compared to the reference.
glm-5,ru,ru_markdown_8000tok,20,hard,multi-step,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,1) Общегосударственные программы (Министерство Финансов); 2) Государственная поддержка и развитие ирригации (Минводресурсов); 3) Администрирование государственных доходов (Министерство финансов),"1. Программа 263 «Общегосударственные программы» — сокращение на 52,469,226.0
2. Программа 254 «Администрирование государственных доходов» — сокращение на 1,135,042.7
3. Программа 167 «Планирование, обеспечение, по экономическому, соци» — сокращение на 734,267.1",,8000,31966,2,Model correctly identified two of the three top programs but replaced the second program with an incorrect one.
