model,context,question_id,difficulty,category,question_en,reference_answer,model_answer,token_budget,context_chars,judge_score,judge_reasoning
qwen3.5,statements_16000tok,1,easy,lookup,What is the 2026 funding for the 'School Education' program under the Ministry of Education?,"42,380,106.4 тыс. сом",The provided context does not contain information about the 'School Education' program funding. It only states the total 2026 allocation for the 'Министерство просвещения Кыргызской Республики' is 56.4 billion som.,16000,32265,0,"The model did not provide the correct funding figure of 42,380,106.4 тыс. сом and gave an unrelated statement."
qwen3.5,statements_16000tok,2,easy,lookup,How many budget programs does the Ministry of Health have?,8,"The Ministry of Health (code 37) has 6 budget programs:
1. 'Управление и администрирование' (code 001)
2. 'Программа «Общественное здравоохранение»' (code 372)
3. 'Программа «Организация предоставления услуг здравоохранения»' (code 373)
4. 'Программа «Медицинское образование и управление человеческими ресурсами в здравоохранении»' (code 374)
5. 'Предоставление услуг первично-медико санитарной помощи' (code 375)
6. 'Предоставление услуг медицинскими учреждениями на стационарном уровне' (code 376)",16000,44203,2,Correct entity (Ministry of Health) but gives wrong number of budget programs (6 instead of 8).
qwen3.5,statements_16000tok,3,easy,lookup,Which program has the largest funding allocation in the 2026 budget?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом",Program 'Школьное образование' under 'Министерство просвещения Кыргызской Республики': 42.4 billion som.,16000,28496,0,"The model gave a different program and amount, not matching the reference's largest allocation."
qwen3.5,statements_16000tok,4,easy,count,How many total ministries and agencies are represented in the program-based budget?,60,"Based on the provided context, there are 60 unique ministries and agencies (GRBS codes) represented in the 2026 program-based budget.

**Unique GRBS Codes Listed:**
11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 34, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 64, 65, 68, 69, 70, 74, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88.",16000,29451,3,"The model correctly states the total number as 60, matching the reference answer."
qwen3.5,statements_16000tok,5,easy,lookup,What is the total 2026 funding for the Jogorku Kenesh (parliament)?,"1,127,306.9 тыс. сом",1.1 billion som.,16000,27738,3,Model answer correctly approximates the reference value (1.127 billion som) as 1.1 billion som.
qwen3.5,statements_16000tok,6,medium,aggregation,What is the total 2026 funding across all programs of the Ministry of Education?,"56,424,894.11 тыс. сом","The total 2026 allocation for 'Министерство просвещения Кыргызской Республики' (code 34) is 56,424,894.1 thousand som.",16000,32711,3,"The model provides the same total funding value (56,424,894.1 thousand som) matching the reference answer."
qwen3.5,statements_16000tok,7,medium,aggregation,What is the total budget across all program-level items for 2026?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)",The context does not contain enough information to determine the total budget across all program-level items for 2026.,16000,26064,0,"The model claims insufficient information, but the reference provides a specific total budget value, so the answer is incorrect."
qwen3.5,statements_16000tok,8,medium,comparison,Which ministry receives more funding: Ministry of Health or Ministry of Education?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения","Ministry of Education (Министерство просвещения Кыргызской Республики) receives more funding: 56,424,894.1 thousand som in 2026. Ministry of Health (Министерство здравоохранения Кыргызской Республики) receives 41,621,347.3 thousand som in 2026.",16000,41486,3,The model correctly identifies the Ministry of Education receives more funding and provides the accurate amounts matching the reference.
qwen3.5,statements_16000tok,9,medium,comparison,"Does the total program-level budget grow or shrink between 2026 and 2027, and by what percentage?",declines by 7.1%,"The context does not contain enough information. It provides budget changes for specific ministries and agencies, but does not specify the growth or shrinkage percentage for the total program-level budget as a whole.",16000,26225,0,"The model says there is insufficient information, whereas the reference provides a specific answer (declines by 7.1%)."
qwen3.5,statements_16000tok,10,medium,lookup,Which program has the smallest non-zero funding in 2026?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,"Program 40/402 'Внесение предложений по защите материальных и социальных прав ветеранов и ветеранских организаций', 739.4 тыс. сом.",16000,28942,3,The model correctly identifies the program with the smallest non-zero funding and provides the exact amount matching the reference.
qwen3.5,statements_16000tok,11,medium,indicator,What is the most commonly used unit of measurement for performance indicators in the 2026 budget?,Процент (%),[ERROR: 'NoneType' object has no attribute 'strip'],16000,34521,-1,"API error, not evaluated"
qwen3.5,statements_16000tok,12,medium,aggregation,What is the total 2026 program funding for the Ministry of Transport and Communications?,"16,881,928.10 тыс. сом","16,881,928.1 thousand som (16.9 billion som)",16000,29453,3,"The model provides the exact same figure (16,881,928.1 thousand som) matching the reference answer."
qwen3.5,statements_16000tok,13,hard,filter,How many ministries/agencies have exactly one budget program?,22,"The context does not contain enough information to determine the exact number of ministries/agencies with exactly one budget program, as complete program lists are not provided for all listed entities.",16000,33104,0,"The model claims insufficient information, whereas the reference provides the exact number (22)."
qwen3.5,statements_16000tok,14,hard,filter,How many programs show funding growth of more than 10% between 2026 and 2027?,9,"3 programs show funding growth of more than 10% between 2026 and 2027:
1. Program 80/001 'Управление и администрирование' (133.6% growth, from 60,662.6 to 141,699.7 тыс. сом).
2. Program 43/001 'Управление и администрирование' (25.5% growth, from 119,287.5 to 149,718.3 тыс. сом).
3. Program 41/413 'Государственная поддержка и развитие растениеводства' (34.1% growth, from 479,788.0 to 643,477.5 тыс. сом).",16000,26917,2,The model identified the correct type of answer (a count of programs) but gave the wrong number (3 instead of the correct 9).
qwen3.5,statements_16000tok,15,hard,indicator,How many rows in the budget have a performance indicator measured in people (чел.)?,57,27 rows have a performance indicator measured in people (чел.).,16000,34915,2,The model identified the correct type of rows but gave the wrong count (27 instead of 57).
qwen3.5,statements_16000tok,16,hard,aggregation,What share of the total 2026 program budget goes to the Ministry of Finance (General State Expenditures)?,"56% (332,149,236.2 out of 593,028,014.9)","The context does not contain the total 2026 program budget required to calculate the share. The 2026 allocation for 'Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты)' (code 26) is 332,149,236.1 thousand som.",16000,29800,0,"The model did not provide the required share (56%) and instead said the information was missing, effectively refusing to answer the question."
qwen3.5,statements_16000tok,17,hard,lookup,Which budget measure (not program) has the largest 2026 funding?,"Повышение социальных выплат - 76,517,019.4",Budget measure 'Повышение социальных выплат' receives 76.5 billion som in 2026.,16000,29348,3,The model correctly identified the measure and gave the matching funding amount (rounded)
qwen3.5,statements_16000tok,18,hard,comparison,Which program under the Ministry of Emergency Situations receives the most 2026 funding?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","Program 'Управление и администрирование' (code 001) receives 184,945.8 thousand som in 2026.",16000,31609,0,"Model answered a different program and amount, not matching the reference answer."
qwen3.5,statements_16000tok,19,hard,multi-step,How many total budget programs and budget measures are in the 2026 program-based budget?,168 программ и 393 мер,The provided context does not contain information regarding the total number of budget programs and budget measures in the 2026 program-based budget.,16000,29254,0,"The model answer does not provide the required numbers and claims lack of information, which is incorrect."
qwen3.5,statements_16000tok,20,hard,multi-step,Which programs show the largest absolute funding decrease from 2026 to 2027? Name the top 3.,1) Общегосударственные программы (Министерство Финансов); 2) Государственная поддержка и развитие ирригации (Минводресурсов); 3) Администрирование государственных доходов (Министерство финансов),"1. Program 22/001 'Управление и администрирование': 16,245.7 тыс. сом decrease (2026: 282,746.0; 2027: 266,500.3)
2. Program 21/001 'Управление и администрирование': 946.8 тыс. сом decrease (2026: 115,861.1; 2027: 114,914.3)
3. Program 46/001 'Управление и администрирование': 65.9 тыс. сом decrease (2026: 6,239.5; 2027: 6,173.6)",16000,33951,0,"The model answer lists different programs and figures, not the three programs identified in the reference answer."
qwen3.5,markdown_16000tok,1,easy,lookup,What is the 2026 funding for the 'School Education' program under the Ministry of Education?,"42,380,106.4 тыс. сом",42380106.4 thousand som,16000,63940,3,"The model provides the exact same numeric value in thousand som, matching the reference answer."
qwen3.5,markdown_16000tok,2,easy,lookup,How many budget programs does the Ministry of Health have?,8,"7 budget programs:

1. Управление и администрирование
2. Программа «Общественное здравоохранение»
3. Программа «Организация предоставления услуг здравоохранения»
4. Программа «Медицинское образование и управление человеческим
5. Предоставление услуг первично-медико санитарной помощи
6. Предоставление услуг медицинскими учреждениями на стационарн
7. Обеспечение доступа к льготному гемодиализному лечению",16000,63940,2,Identifies the Ministry of Health's budget programs but gives the wrong count (7 instead of 8).
qwen3.5,markdown_16000tok,3,easy,lookup,Which program has the largest funding allocation in the 2026 budget?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом","Program: Общегосударственные программы
Ministry: Министерство финансов Кыргызской Республики
2026 Allocation: 164663857.2 тыс.сом",16000,63940,3,"The model correctly identified the program, ministry, and exact funding amount matching the reference."
qwen3.5,markdown_16000tok,4,easy,count,How many total ministries and agencies are represented in the program-based budget?,60,24 ministries and agencies.,16000,63940,2,The answer references ministries and agencies (correct entity) but gives the wrong total number (24 instead of 60).
qwen3.5,markdown_16000tok,5,easy,lookup,What is the total 2026 funding for the Jogorku Kenesh (parliament)?,"1,127,306.9 тыс. сом","1,127,306.9 thousand som (sum of two programs: 1,047,143.9 for ""Управление и администрирование"" and 80,163.0 for ""Обеспечение информацией о деятельности, контроля исполнения,"").",16000,63940,3,"The model provides the exact total funding value matching the reference (1,127,306.9 thousand som)."
qwen3.5,markdown_16000tok,6,medium,aggregation,What is the total 2026 funding across all programs of the Ministry of Education?,"56,424,894.11 тыс. сом","55,412,714.1 тыс.сом (Министерство просвещения Кыргызской Респ)

Programs included:
1. Управление и администрирование: 1,962,869.4
2. Дошкольное образование и предшкольная подготовка: 8,891,657.5
3. Школьное образование: 42,380,106.4
4. Начальное и среднее профессиональное образование: 2,178,080.8",16000,63940,2,The answer addresses the correct entity (total funding for the Ministry of Education) but provides an incorrect total amount compared to the reference.
qwen3.5,markdown_16000tok,7,medium,aggregation,What is the total budget across all program-level items for 2026?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)","505,990,798.8 тыс.сом",16000,63940,0,"The model's figure (505,990,798.8 тыс. сом) does not match the reference total budget of approximately 593,028,014.8 тыс. сом."
qwen3.5,markdown_16000tok,8,medium,comparison,Which ministry receives more funding: Ministry of Health or Ministry of Education?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения","Министерство просвещения Кыргызской Респ: 56,424,894.1 тыс.сом
Министерство здравоохранения Кыргызской: 41,621,347.3 тыс.сом

Министерство просвещения Кыргызской Респ receives more funding.",16000,63940,3,"The model correctly lists the funding amounts for both ministries and identifies the Ministry of Education as receiving more funding, matching the reference."
qwen3.5,markdown_16000tok,9,medium,comparison,"Does the total program-level budget grow or shrink between 2026 and 2027, and by what percentage?",declines by 7.1%,"The total program-level budget shrinks between 2026 and 2027.

*   **2026 Total:** 505,990,798.8 thousand som
*   **2027 Total:** 465,288,673.9 thousand som
*   **Change:** -40,702,124.9 thousand som
*   **Percentage:** -8.04%",16000,63940,2,Correctly identifies a decline but gives an incorrect percentage (8.04% vs 7.1%).
qwen3.5,markdown_16000tok,10,medium,lookup,Which program has the smallest non-zero funding in 2026?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,"Program: Внесение предложений по защите материальных и социальных пра
Ministry: Общественное объединение «Республикански
2026 Funding: 739.4 тыс.сом",16000,63940,3,"The model correctly identifies the program and its 2026 funding of 739.4 тыс. сом, matching the reference answer."
qwen3.5,markdown_16000tok,11,medium,indicator,What is the most commonly used unit of measurement for performance indicators in the 2026 budget?,Процент (%),"The context does not specify a standard unit of measurement column for performance indicators. Based on the text in the ""Indicator"" column, the most frequently used metric type is **Count/Quantity** (indicated by the word ""Количество""), followed by **Percentage/Share** (""Процент""/""Доля"") and **Index** (""Индекс"").",16000,63940,1,"The answer discusses metric types but incorrectly states that Count/Quantity is most common, whereas the reference says the correct unit is Percentage (%)"
qwen3.5,markdown_16000tok,12,medium,aggregation,What is the total 2026 program funding for the Ministry of Transport and Communications?,"16,881,928.10 тыс. сом",The provided context does not contain information about the Ministry of Transport and Communications.,16000,63940,0,"The model did not provide the required funding amount, stating no information instead of the correct value."
qwen3.5,markdown_16000tok,13,hard,filter,How many ministries/agencies have exactly one budget program?,22,"8 ministries/agencies have exactly one budget program:

1. Администрация Президента Кыргызской Респ
2. Архив Президента Кыргызской Республики
3. Фонды Президента и Кабинета Министров Кы
4. Военная прокуратура Кыргызской Республик
5. Омбудсмен (Акыйкатчы) Кыргызской Респуб
6. Резервные и другие фонды территорий
7. Конституционный суд Кыргызской Республик
8. Общественное объединение «Республикански",16000,63940,2,"The answer provides a number for the count, but it is incorrect (8 instead of the correct 22)."
qwen3.5,markdown_16000tok,14,hard,filter,How many programs show funding growth of more than 10% between 2026 and 2027?,9,"4 programs show funding growth of more than 10% between 2026 and 2027:

1.  **Министерство юстиции Кыргызской Республики** — *Осуществление государственной регистрации, перерегистрации и*: 176,690.6 → 199,769.7 тыс.сом (**+13.06%**)
2.  **Министерство финансов Кыргызской Республики** — *Государственные программы, мероприятия и выплаты*: 118,757,161.3 → 131,802,316.2 тыс.сом (**+10.98%**)
3.  **Министерство здравоохранения Кыргызской** — *Программа «Организация предоставления услуг здравоохранения»*: 6,305,318.8 → 7,072,644.7 тыс.сом (**+12.17%**)
4.  **Министерство водных ресурсов, сельского** — *Государственная поддержка и развитие растениеводства*: 479,788.0 → 643,477.5 тыс.сом (**+34.12%**)",16000,63940,2,"Model provided a count of 4 programs, but the correct number of programs with >10% growth is 9."
qwen3.5,markdown_16000tok,15,hard,indicator,How many rows in the budget have a performance indicator measured in people (чел.)?,57,"24 rows have performance indicators measuring counts of individuals (e.g., ""Количество лиц"", ""Количество детей"", ""Количество пациентов"", ""Количество выпускников"", ""Количество специалистов"", ""Количество врачей"", ""Количество ЛОВЗ"", ""Количество ветеранов"", ""Количество безработных"", ""Количество служащих"", ""Количество слушателей"", ""Численность сотрудников"", ""Количество обслуживаемых"", ""Количество получающих пособия"", ""Годовой объем обучающихся студентов"", ""Количество зарегистрированных с сахарным диабетом""). The unit ""чел."" is not explicitly written in the indicator text, but the indicators semantically represent headcounts.

**Precise Count:** 24",16000,63940,2,The answer addresses the correct entity (rows) but provides an incorrect count (24 instead of 57).
qwen3.5,markdown_16000tok,16,hard,aggregation,What share of the total 2026 program budget goes to the Ministry of Finance (General State Expenditures)?,"56% (332,149,236.2 out of 593,028,014.9)","The budget for the Ministry of Finance program ""Общегосударственные программы"" (General State Programs) in 2026 is 164,663,857.2 thousand som. The provided context does not explicitly state the total 2026 program budget sum required to calculate the exact share.",16000,63940,0,"The model answer does not provide the correct share (56%) and states insufficient information, which is incorrect."
qwen3.5,markdown_16000tok,17,hard,lookup,Which budget measure (not program) has the largest 2026 funding?,"Повышение социальных выплат - 76,517,019.4","Ministry: Министерство финансов Кыргызской Республики
Measure: Повышение социальных выплат
2026 Funding: 76517019.4 тыс.сом",16000,63940,3,The model correctly identified the measure 'Повышение социальных выплат' and gave the exact funding amount matching the reference.
qwen3.5,markdown_16000tok,18,hard,comparison,Which program under the Ministry of Emergency Situations receives the most 2026 funding?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","The provided context does not contain information about programs under the Ministry of Emergency Situations. The ministry is not listed in the table; the only reference to ""МЧС"" is a measure under the Ministry of Finance (""Спецсчет МЧС КР"").",16000,63940,0,"The model answer fails to provide the correct program and funding amount, stating no information exists."
qwen3.5,markdown_16000tok,19,hard,multi-step,How many total budget programs and budget measures are in the 2026 program-based budget?,168 программ и 393 мер,"Based on the provided context for the 2026 program-based budget (Приложение 14):

*   **Total Budget Programs:** 80
*   **Total Budget Measures:** 257",16000,63940,2,Identified the correct entities (programs and measures) but provided incorrect numeric values.
qwen3.5,markdown_16000tok,20,hard,multi-step,Which programs show the largest absolute funding decrease from 2026 to 2027? Name the top 3.,1) Общегосударственные программы (Министерство Финансов); 2) Государственная поддержка и развитие ирригации (Минводресурсов); 3) Администрирование государственных доходов (Министерство финансов),"1. **Министерство финансов Кыргызской Республ** — Общегосударственные программы: 164,663,857.2 (2026) to 112,194,631.2 (2027). Decrease: 52,469,226.0 тыс.сом.
2. **Министерство водных ресурсов, сельского** — Государственная поддержка и развитие ирригации: 5,039,751.9 (2026) to 3,774,682.8 (2027). Decrease: 1,265,069.1 тыс.сом.
3. **Министерство финансов Кыргызской Республ** — Администрирование государственных доходов: 10,614,609.5 (2026) to 9,479,566.8 (2027). Decrease: 1,135,042.7 тыс.сом.",16000,63940,3,"The model correctly identified the same three programs and ministries as the reference answer, matching the key entities."
qwen3.5,statements_full,1,easy,lookup,What is the 2026 funding for the 'School Education' program under the Ministry of Education?,"42,380,106.4 тыс. сом",The context does not contain information on the funding for the 'School Education' program under the Ministry of Education. The total 2026 allocation for the Ministry of Education (Министерство просвещения Кыргызской Республики) is 56.4 billion som.,full,32265,0,"The model answer does not provide the correct funding figure of 42,380,106.4 тыс. сом and gives an unrelated total allocation."
qwen3.5,statements_full,2,easy,lookup,How many budget programs does the Ministry of Health have?,8,"6 budget programs (codes 001, 372, 373, 374, 375, 376).",full,44203,2,The answer references the Ministry of Health's budget programs but gives the wrong count (6 instead of the correct 8).
qwen3.5,statements_full,3,easy,lookup,Which program has the largest funding allocation in the 2026 budget?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом",The program 'Школьное образование' under 'Министерство просвещения Кыргызской Республики' has the largest funding allocation at 42.4 billion som.,full,28496,0,"The model gave a different program and amount, not matching the reference answer."
qwen3.5,statements_full,4,easy,count,How many total ministries and agencies are represented in the program-based budget?,60,"The context lists 60 unique GRBS (budget agency) codes with allocations in the 2026 program-based budget. These include ministries, agencies, courts, funds, and other bodies (e.g., codes 11–28, 31, 34, 37–49, 50–60, 64, 65, 68–70, 74, 79, 80–88). Specific entities include 16 Ministries (e.g., Finance, Justice, Health) and 10 Agencies (e.g., Civil Aviation, Personal Data, Investment), along with other budget recipients labeled as ""Ministry"" or ""Agency"" in the text (e.g., Supreme Court, Accounting Chamber).

**Total unique GRBS codes/entities listed: 60.**",full,29451,3,"Model answer correctly states the total as 60, matching the reference."
qwen3.5,statements_full,5,easy,lookup,What is the total 2026 funding for the Jogorku Kenesh (parliament)?,"1,127,306.9 тыс. сом",1.1 billion som,full,27738,3,"Model's 1.1 billion som correctly approximates the reference 1,127,306.9 тыс. сом (≈1.127 billion som)."
qwen3.5,statements_full,6,medium,aggregation,What is the total 2026 funding across all programs of the Ministry of Education?,"56,424,894.11 тыс. сом","The total 2026 allocation for 'Министерство просвещения Кыргызской Республики' is 56,424,894.1 thousand som.",full,32711,3,"The model provides the same total funding value (56,424,894.1 thousand som) matching the reference answer."
qwen3.5,statements_full,7,medium,aggregation,What is the total budget across all program-level items for 2026?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)","The context does not contain enough information to determine the total budget across all program-level items for 2026. While individual allocations for various ministries and agencies are provided, no aggregate total is stated.",full,26064,0,"The model claims insufficient information, but the reference provides the total budget value, so the answer is incorrect."
qwen3.5,statements_full,8,medium,comparison,Which ministry receives more funding: Ministry of Health or Ministry of Education?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения","Ministry 'Министерство просвещения Кыргызской Республики' (code 34) receives more funding: 56,424,894.1 thousand som in 2026.
Ministry 'Министерство здравоохранения Кыргызской Республики' (code 37): 41,621,347.3 thousand som in 2026.",full,41486,3,The model correctly identifies the Ministry of Education as receiving more funding and provides matching figures.
qwen3.5,statements_full,9,medium,comparison,"Does the total program-level budget grow or shrink between 2026 and 2027, and by what percentage?",declines by 7.1%,The context does not contain enough information to determine the total program-level budget growth or shrinkage percentage between 2026 and 2027. It only provides budget change percentages and allocations for specific individual ministries and agencies.,full,26225,0,"The model claims insufficient information, whereas the reference provides a specific decline of 7.1%."
qwen3.5,statements_full,10,medium,lookup,Which program has the smallest non-zero funding in 2026?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,Program 40/402 'Внесение предложений по защите материальных и социальных прав ветеранов и ветеранских организаций': 739.4 тыс. сом.,full,28942,3,The model correctly identifies the program with the smallest non-zero funding and provides the exact amount of 739.4 тыс. сом.
qwen3.5,statements_full,11,medium,indicator,What is the most commonly used unit of measurement for performance indicators in the 2026 budget?,Процент (%),[ERROR: 'NoneType' object has no attribute 'strip'],full,34521,-1,"API error, not evaluated"
qwen3.5,statements_full,12,medium,aggregation,What is the total 2026 program funding for the Ministry of Transport and Communications?,"16,881,928.10 тыс. сом","16,881,928.1 thousand som (16.9 billion som)",full,29453,3,"The model provides the exact same figure (16,881,928.1 thousand som) matching the reference answer."
qwen3.5,statements_full,13,hard,filter,How many ministries/agencies have exactly one budget program?,22,"Based on the provided context, 22 ministries/agencies are explicitly listed with exactly one budget program. The context does not specify the number of programs for the other listed ministries.

**Ministries/Agencies with exactly one program (22):**
1.  Архив Президента Кыргызской Республики (code 13)
2.  Министерство юстиции Кыргызской Республики (code 22)
3.  Национальная академия наук Кыргызской Республики (code 80)
4.  Верховный суд Кыргызской Республики (code 16)
5.  Военная прокуратура Кыргызской Республики (code 20)
6.  Национальное агентство по инвестициям при Президенте Кыргызской Республики (code 57)
7.  Центр перевода Кабинета Министров Кыргызской Республики (code 87)
8.  Министерство транспорта и коммуникаций Кыргызской Республики (code 43)
9.  Генеральная прокуратура Кыргызской Республики (code 19)
10. Секретариат Национальной комиссии Кыргызской Республики по делам ЮНЕСКО (code 68)
11. Министерство финансов Кыргызской Республики (code 25)
12. Министерство науки, высшего образования и инноваций Кыргызской Республики (code 31)
13. Государственное учреждение «Национальная академия «Манас» (code 88)
14. Академия государственного управления при Президенте Кыргызской Республики (code 39)
15. Государственное агентство по защите персональных данных при Кабинете Министров Кыргызской Республики (code 58)
16. Государственное учреждение «Фонд зеленой энергетики» при Кабинете Министров Кыргызской Республики (code 54)
17. Государственное агентство гражданской авиации при Кабинете Министров Кыргызской Республики (code 42)
18. Телерадиовещательные компании Кыргызской Республики (code 85)
19. Жогорку Кенеш Кыргызской Республики (code 11)
20. Министерство цифрового развития и инновационных технологий Кыргызской Республики (code 69)
21. Министерство иностранных дел Кыргызской Республики (code 23)
22. Министерство здравоохранения Кыргызской Республики (code 37)

**Ministries/Agencies with more than one program (3):**
1.  Министерство чрезвычайных ситуаций Кыргызской Республики (code 45) - 2 programs
2.  Министерство энергетики Кыргызской Республики (code 55) - 2 programs
3.  Счетная палата Кыргызской Республики (code 17) - 2 programs

**Ministries/Agencies with unspecified program count:**
33 ministries/agencies are mentioned as allocated budget programs without specific program breakdowns in the context.",full,33104,3,"Model answer correctly states the number as 22, matching the reference."
qwen3.5,statements_full,14,hard,filter,How many programs show funding growth of more than 10% between 2026 and 2027?,9,"3 programs show funding growth of more than 10% between 2026 and 2027:
1. Program 80/001 'Управление и администрирование' (133.6% growth, from 60,662.6 to 141,699.7 тыс. сом).
2. Program 41/413 'Государственная поддержка и развитие растениеводства' (34.1% growth, from 479,788.0 to 643,477.5 тыс. сом).
3. Program 43/001 'Управление и администрирование' (25.5% growth, from 119,287.5 to 149,718.3 тыс. сом).",full,26917,2,"The answer provides a count of programs but states 3, which is incorrect; the correct number is 9."
qwen3.5,statements_full,15,hard,indicator,How many rows in the budget have a performance indicator measured in people (чел.)?,57,27,full,34915,2,The model identified the correct type of information (a count) but gave an incorrect number (27 instead of 57).
qwen3.5,statements_full,16,hard,aggregation,What share of the total 2026 program budget goes to the Ministry of Finance (General State Expenditures)?,"56% (332,149,236.2 out of 593,028,014.9)","The context does not provide the total 2026 program budget required to calculate the share. The 2026 allocation for 'Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты)' is 332,149,236.1 thousand som.",full,29800,0,"The model fails to provide the correct share (56%) and incorrectly claims insufficient data, missing the key fact from the reference."
qwen3.5,statements_full,17,hard,lookup,Which budget measure (not program) has the largest 2026 funding?,"Повышение социальных выплат - 76,517,019.4",Budget measure 'Повышение социальных выплат' receives 76.5 billion som in 2026.,full,29348,3,The model correctly identified the measure and gave the matching funding amount (rounded)
qwen3.5,statements_full,18,hard,comparison,Which program under the Ministry of Emergency Situations receives the most 2026 funding?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","Under Ministry 'Министерство чрезвычайных ситуаций Кыргызской Республики' (code 45), the program 'Управление и администрирование' (code 001) is allocated 184,945.8 thousand som in 2026.",full,31609,0,"Model provided a different program ('Управление и администрирование') and amount, not matching the reference program and funding."
qwen3.5,statements_full,19,hard,multi-step,How many total budget programs and budget measures are in the 2026 program-based budget?,168 программ и 393 мер,The provided context does not contain information on the total number of budget programs and budget measures.,full,29254,0,The model did not provide the correct numbers (168 programs and 393 measures) and instead claimed the information was unavailable.
qwen3.5,statements_full,20,hard,multi-step,Which programs show the largest absolute funding decrease from 2026 to 2027? Name the top 3.,1) Общегосударственные программы (Министерство Финансов); 2) Государственная поддержка и развитие ирригации (Минводресурсов); 3) Администрирование государственных доходов (Министерство финансов),"1. Program 22/001 'Управление и администрирование': 16,245.7 тыс. сом (282,746.0 - 266,500.3)
2. Program 21/001 'Управление и администрирование': 946.8 тыс. сом (115,861.1 - 114,914.3)
3. Program 46/001 'Управление и администрирование': 65.9 тыс. сом (6,239.5 - 6,173.6)",full,33951,0,The model answer lists different programs and figures that do not match the reference's top three programs with the largest absolute funding decrease.
qwen3.5,markdown_full,1,easy,lookup,What is the 2026 funding for the 'School Education' program under the Ministry of Education?,"42,380,106.4 тыс. сом",42380106.4 thousand soms,full,104672,3,The model provides the exact same numeric value and unit as the reference answer.
qwen3.5,markdown_full,2,easy,lookup,How many budget programs does the Ministry of Health have?,8,7 budget programs,full,104672,2,The answer references the correct entity (Ministry of Health budget programs) but gives an incorrect number (7 instead of 8).
qwen3.5,markdown_full,3,easy,lookup,Which program has the largest funding allocation in the 2026 budget?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом","Ministry: Министерство финансов Кыргызской Республики
Program: Общегосударственные программы
2026 Allocation: 164663857.2 тыс.сом",full,104672,3,"The model correctly identifies the program, ministry, and exact allocation matching the reference."
qwen3.5,markdown_full,4,easy,count,How many total ministries and agencies are represented in the program-based budget?,60,"59 unique entities are listed under the ""Ministry"" column in the provided budget table.",full,104672,2,"Model provided a count but gave 59, which is incorrect; the correct total is 60."
qwen3.5,markdown_full,5,easy,lookup,What is the total 2026 funding for the Jogorku Kenesh (parliament)?,"1,127,306.9 тыс. сом","Total 2026 funding for the Jogorku Kenesh is 1,127,306.9 thousand som.

Breakdown by program:
*   Управление и администрирование: 1,047,143.9 thousand som
*   Обеспечение информацией о деятельности, контроля исполнения,: 80,163.0 thousand som",full,104672,3,"The model provides the exact same total funding figure (1,127,306.9 thousand som) as the reference answer."
qwen3.5,markdown_full,6,medium,aggregation,What is the total 2026 funding across all programs of the Ministry of Education?,"56,424,894.11 тыс. сом","Total 2026 funding for Ministry of Education (Министерство просвещения Кыргызской Респ) programs: 55,412,714.1 thousand som.

Breakdown by program:
1. Управление и администрирование: 1,962,869.4
2. Дошкольное образование и предшкольная подготовка: 8,891,657.5
3. Школьное образование: 42,380,106.4
4. Начальное и среднее профессиональное образование: 2,178,080.8",full,104672,2,"Correct entity (total 2026 funding for Ministry of Education) but the numeric value (55,412,714.1) does not match the reference (56,424,894.11)."
qwen3.5,markdown_full,7,medium,aggregation,What is the total budget across all program-level items for 2026?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)","550,536,543.2 тыс.сом",full,104672,2,Correct entity (total budget) but the numeric value differs from the reference (550.5 bn vs 593 bn).
